Time,110k Dis,110k For,LVDT 1VE,LVDT 2VW,SP2VBL,avg lvdt's,avg lvdt's2,110k For2
+000:08:42,-0.280251,-27.9297,0.106767,0.13641,-0.088584,0.1215885,0.1215885,27.9297
+000:08:42,-0.28035,-27.923433,0.107064,0.136737,-0.088572,0.1219005,0.1219005,27.923433
+000:08:42,-0.280406,-27.911238,0.10747,0.13737,-0.088597,0.12242,0.12242,27.911238
+000:08:42,-0.280449,-27.895598,0.107874,0.138128,-0.08867,0.123001,0.123001,27.895598
+000:08:42,-0.280602,-27.881398,0.108163,0.138805,-0.088769,0.123484,0.123484,27.881398
+000:08:42,-0.280832,-27.870751,0.108235,0.139174,-0.088934,0.1237045,0.1237045,27.870751
+000:08:43,-0.280973,-27.862937,0.108081,0.139015,-0.089116,0.123548,0.123548,27.862937
+000:08:43,-0.281026,-27.858051,0.107755,0.138309,-0.089224,0.123032,0.123032,27.858051
+000:08:43,-0.281097,-27.854691,0.107405,0.13745,-0.089244,0.1224275,0.1224275,27.854691
+000:08:43,-0.281156,-27.851175,0.107188,0.136842,-0.089247,0.122015,0.122015,27.851175
+000:08:43,-0.28112,-27.847237,0.107174,0.136646,-0.089252,0.12191,0.12191,27.847237
+000:08:43,-0.280967,-27.8423,0.107372,0.13689,-0.089119,0.122131,0.122131,27.8423
+000:08:43,-0.280711,-27.836436,0.107731,0.137498,-0.088835,0.1226145,0.1226145,27.836436
+000:08:43,-0.280469,-27.832178,0.108184,0.13831,-0.088613,0.123247,0.123247,27.832178
+000:08:43,-0.280357,-27.830779,0.10864,0.139148,-0.088507,0.123894,0.123894,27.830779
+000:08:43,-0.280518,-27.831326,0.109002,0.139854,-0.088455,0.124428,0.124428,27.831326
+000:08:44,-0.280901,-27.83332,0.109194,0.140279,-0.088479,0.1247365,0.1247365,27.83332
+000:08:44,-0.281295,-27.835899,0.10914,0.140307,-0.088526,0.1247235,0.1247235,27.835899
+000:08:44,-0.281665,-27.838888,0.108773,0.139377,-0.088487,0.124075,0.124075,27.838888
+000:08:44,-0.281949,-27.841578,0.108214,0.137302,-0.088361,0.122758,0.122758,27.841578
+000:08:44,-0.282055,-27.843056,0.107658,0.135203,-0.088278,0.1214305,0.1214305,27.843056
+000:08:44,-0.281998,-27.843155,0.107208,0.133881,-0.088295,0.1205445,0.1205445,27.843155
+000:08:44,-0.281881,-27.841759,0.106942,0.133304,-0.088395,0.120123,0.120123,27.841759
+000:08:44,-0.281756,-27.84018,0.106898,0.133392,-0.088596,0.120145,0.120145,27.84018
+000:08:44,-0.281815,-27.840981,0.107078,0.13402,-0.088821,0.120549,0.120549,27.840981
+000:08:44,-0.28215,-27.845215,0.107469,0.135024,-0.08896,0.1212465,0.1212465,27.845215
+000:08:45,-0.282473,-27.850527,0.108003,0.136249,-0.089012,0.122126,0.122126,27.850527
+000:08:45,-0.282662,-27.854313,0.108607,0.137557,-0.089052,0.123082,0.123082,27.854313
+000:08:45,-0.282771,-27.855229,0.109227,0.138834,-0.089057,0.1240305,0.1240305,27.855229
+000:08:45,-0.282818,-27.853628,0.109808,0.139988,-0.088893,0.124898,0.124898,27.853628
+000:08:45,-0.282743,-27.851686,0.110296,0.14095,-0.088613,0.125623,0.125623,27.851686
+000:08:45,-0.282555,-27.850103,0.110645,0.141672,-0.08844,0.1261585,0.1261585,27.850103
+000:08:45,-0.282449,-27.84902,0.110818,0.142101,-0.088407,0.1264595,0.1264595,27.84902
+000:08:45,-0.282486,-27.849087,0.110782,0.142187,-0.088436,0.1264845,0.1264845,27.849087
+000:08:45,-0.282672,-27.851033,0.110516,0.141905,-0.088513,0.1262105,0.1262105,27.851033
+000:08:45,-0.283079,-27.85469,0.109982,0.14117,-0.088608,0.125576,0.125576,27.85469
+000:08:46,-0.283494,-27.8569,0.109299,0.140041,-0.088622,0.12467,0.12467,27.8569
+000:08:46,-0.283721,-27.856677,0.108676,0.138852,-0.088535,0.123764,0.123764,27.856677
+000:08:46,-0.283748,-27.855957,0.108242,0.137899,-0.08846,0.1230705,0.1230705,27.855957
+000:08:46,-0.283524,-27.854293,0.108065,0.137317,-0.08846,0.122691,0.122691,27.854293
+000:08:46,-0.283138,-27.851353,0.108127,0.137159,-0.088543,0.122643,0.122643,27.851353
+000:08:46,-0.282738,-27.848192,0.108378,0.137407,-0.088723,0.1228925,0.1228925,27.848192
+000:08:46,-0.282483,-27.846009,0.10879,0.137975,-0.088931,0.1233825,0.1233825,27.846009
+000:08:46,-0.282441,-27.846598,0.109312,0.138764,-0.089056,0.124038,0.124038,27.846598
+000:08:46,-0.282519,-27.850385,0.109883,0.139671,-0.089087,0.124777,0.124777,27.850385
+000:08:46,-0.282729,-27.856159,0.11048,0.14062,-0.089123,0.12555,0.12555,27.856159
+000:08:47,-0.283146,-27.861519,0.111065,0.141541,-0.089181,0.126303,0.126303,27.861519
+000:08:47,-0.283623,-27.86403,0.111576,0.14237,-0.089126,0.126973,0.126973,27.86403
+000:08:47,-0.283879,-27.863166,0.111978,0.143093,-0.088932,0.1275355,0.1275355,27.863166
+000:08:47,-0.283852,-27.859182,0.112278,0.14369,-0.088783,0.127984,0.127984,27.859182
+000:08:47,-0.283666,-27.853637,0.112488,0.144118,-0.08874,0.128303,0.128303,27.853637
+000:08:47,-0.283513,-27.849225,0.112624,0.144363,-0.088734,0.1284935,0.1284935,27.849225
+000:08:47,-0.283554,-27.847302,0.112681,0.14445,-0.088774,0.1285655,0.1285655,27.847302
+000:08:47,-0.283778,-27.84733,0.112643,0.14443,-0.08883,0.1285365,0.1285365,27.84733
+000:08:47,-0.284079,-27.848307,0.112526,0.144322,-0.0888,0.128424,0.128424,27.848307
+000:08:47,-0.284307,-27.849391,0.112349,0.144107,-0.088657,0.128228,0.128228,27.849391
+000:08:48,-0.284408,-27.849532,0.112107,0.143779,-0.088503,0.127943,0.127943,27.849532
+000:08:48,-0.28444,-27.848736,0.111802,0.143365,-0.088419,0.1275835,0.1275835,27.848736
+000:08:48,-0.284345,-27.84684,0.111462,0.14289,-0.088425,0.127176,0.127176,27.84684
+000:08:48,-0.284216,-27.844691,0.111126,0.142373,-0.08855,0.1267495,0.1267495,27.844691
+000:08:48,-0.284216,-27.844102,0.1108,0.14183,-0.08874,0.126315,0.126315,27.844102
+000:08:48,-0.284259,-27.844942,0.110466,0.141274,-0.088885,0.12587,0.12587,27.844942
+000:08:48,-0.284306,-27.846812,0.110114,0.140715,-0.088959,0.1254145,0.1254145,27.846812
+000:08:48,-0.284453,-27.84869,0.109739,0.140158,-0.08903,0.1249485,0.1249485,27.84869
+000:08:48,-0.284731,-27.850422,0.109358,0.139587,-0.089106,0.1244725,0.1244725,27.850422
+000:08:48,-0.284791,-27.853589,0.108984,0.138973,-0.089064,0.1239785,0.1239785,27.853589
+000:08:49,-0.284383,-27.858407,0.108605,0.13832,-0.088885,0.1234625,0.1234625,27.858407
+000:08:49,-0.28389,-27.862369,0.108213,0.137634,-0.08876,0.1229235,0.1229235,27.862369
+000:08:49,-0.283543,-27.862529,0.107804,0.13654,-0.088739,0.122172,0.122172,27.862529
+000:08:49,-0.283276,-27.859494,0.107456,0.13489,-0.088722,0.121173,0.121173,27.859494
+000:08:49,-0.283163,-27.856784,0.107237,0.133379,-0.088744,0.120308,0.120308,27.856784
+000:08:49,-0.283279,-27.855907,0.107138,0.132459,-0.088799,0.1197985,0.1197985,27.855907
+000:08:49,-0.283592,-27.856639,0.107143,0.132074,-0.088774,0.1196085,0.1196085,27.856639
+000:08:49,-0.283986,-27.85987,0.107236,0.132142,-0.088657,0.119689,0.119689,27.85987
+000:08:49,-0.284321,-27.864768,0.107417,0.132577,-0.088562,0.119997,0.119997,27.864768
+000:08:49,-0.284509,-27.869134,0.10768,0.133251,-0.088568,0.1204655,0.1204655,27.869134
+000:08:50,-0.284569,-27.871099,0.108016,0.134025,-0.088649,0.1210205,0.1210205,27.871099
+000:08:50,-0.284542,-27.86994,0.108391,0.134821,-0.088783,0.121606,0.121606,27.86994
+000:08:50,-0.284421,-27.867151,0.10876,0.135588,-0.088949,0.122174,0.122174,27.867151
+000:08:50,-0.284329,-27.864465,0.109117,0.136273,-0.089065,0.122695,0.122695,27.864465
+000:08:50,-0.284425,-27.863851,0.109457,0.136871,-0.089103,0.123164,0.123164,27.863851
+000:08:50,-0.284753,-27.866022,0.109759,0.137406,-0.089134,0.1235825,0.1235825,27.866022
+000:08:50,-0.285205,-27.869201,0.110012,0.137878,-0.089146,0.123945,0.123945,27.869201
+000:08:50,-0.285599,-27.871807,0.110214,0.13827,-0.089002,0.124242,0.124242,27.871807
+000:08:50,-0.285884,-27.873535,0.110366,0.138581,-0.088721,0.1244735,0.1244735,27.873535
+000:08:50,-0.286096,-27.875524,0.110475,0.138813,-0.088529,0.124644,0.124644,27.875524
+000:08:51,-0.286184,-27.877924,0.110546,0.138978,-0.088494,0.124762,0.124762,27.877924
+000:08:51,-0.286065,-27.87764,0.110589,0.139085,-0.088526,0.124837,0.124837,27.87764
+000:08:51,-0.285823,-27.873708,0.110609,0.139147,-0.088618,0.124878,0.124878,27.873708
+000:08:51,-0.285561,-27.868898,0.110613,0.139175,-0.08876,0.124894,0.124894,27.868898
+000:08:51,-0.285428,-27.86556,0.110626,0.139179,-0.088847,0.1249025,0.1249025,27.86556
+000:08:51,-0.28549,-27.864298,0.110665,0.139167,-0.088833,0.124916,0.124916,27.864298
+000:08:51,-0.28565,-27.863365,0.110697,0.139146,-0.088805,0.1249215,0.1249215,27.863365
+000:08:51,-0.285902,-27.861691,0.110701,0.13912,-0.08882,0.1249105,0.1249105,27.861691
+000:08:51,-0.286212,-27.859578,0.110708,0.139095,-0.088851,0.1249015,0.1249015,27.859578
+000:08:51,-0.286475,-27.85711,0.110736,0.13907,-0.088908,0.124903,0.124903,27.85711
+000:08:52,-0.286564,-27.855217,0.110775,0.139049,-0.089005,0.124912,0.124912,27.855217
+000:08:52,-0.286456,-27.853101,0.110818,0.139012,-0.08907,0.124915,0.124915,27.853101
+000:08:52,-0.28635,-27.85059,0.11086,0.138926,-0.089072,0.124893,0.124893,27.85059
+000:08:52,-0.286394,-27.849736,0.110879,0.138777,-0.089085,0.124828,0.124828,27.849736
+000:08:52,-0.286472,-27.851159,0.11082,0.138538,-0.0891,0.124679,0.124679,27.851159
+000:08:52,-0.286523,-27.85429,0.110656,0.138141,-0.088994,0.1243985,0.1243985,27.85429
+000:08:52,-0.286595,-27.856979,0.110458,0.137392,-0.088748,0.123925,0.123925,27.856979
+000:08:52,-0.286513,-27.858866,0.110274,0.136358,-0.088538,0.123316,0.123316,27.858866
+000:08:52,-0.286197,-27.861373,0.110134,0.135646,-0.088469,0.12289,0.12289,27.861373
+000:08:52,-0.285939,-27.862851,0.110134,0.135619,-0.088502,0.1228765,0.1228765,27.862851
+000:08:53,-0.285859,-27.861841,0.110324,0.136176,-0.088635,0.12325,0.12325,27.861841
+000:08:53,-0.285779,-27.858533,0.110681,0.137182,-0.088819,0.1239315,0.1239315,27.858533
+000:08:53,-0.285705,-27.853956,0.111177,0.138496,-0.08892,0.1248365,0.1248365,27.853956
+000:08:53,-0.285761,-27.851928,0.111803,0.139962,-0.088855,0.1258825,0.1258825,27.851928
+000:08:53,-0.285917,-27.855015,0.112501,0.141448,-0.088708,0.1269745,0.1269745,27.855015
+000:08:53,-0.286225,-27.861678,0.11321,0.142888,-0.088616,0.128049,0.128049,27.861678
+000:08:53,-0.286686,-27.868429,0.11391,0.144223,-0.088596,0.1290665,0.1290665,27.868429
+000:08:53,-0.287067,-27.872443,0.114566,0.145382,-0.088635,0.129974,0.129974,27.872443
+000:08:53,-0.287266,-27.874198,0.115143,0.146337,-0.088731,0.13074,0.13074,27.874198
+000:08:53,-0.287312,-27.874404,0.115642,0.147082,-0.088813,0.131362,0.131362,27.874404
+000:08:54,-0.287215,-27.872855,0.116071,0.147634,-0.088843,0.1318525,0.1318525,27.872855
+000:08:54,-0.287056,-27.870245,0.116421,0.148018,-0.088879,0.1322195,0.1322195,27.870245
+000:08:54,-0.286969,-27.867787,0.116672,0.148222,-0.088941,0.132447,0.132447,27.867787
+000:08:54,-0.287017,-27.867414,0.116799,0.148235,-0.088916,0.132517,0.132517,27.867414
+000:08:54,-0.287166,-27.870237,0.116796,0.148063,-0.088782,0.1324295,0.1324295,27.870237
+000:08:54,-0.28737,-27.874702,0.11667,0.147687,-0.088708,0.1321785,0.1321785,27.874702
+000:08:54,-0.287611,-27.877911,0.116415,0.147069,-0.088715,0.131742,0.131742,27.877911
+000:08:54,-0.287817,-27.87863,0.116017,0.146204,-0.088817,0.1311105,0.1311105,27.87863
+000:08:54,-0.287984,-27.877312,0.115458,0.145111,-0.089116,0.1302845,0.1302845,27.877312
+000:08:54,-0.288173,-27.873828,0.114802,0.143175,-0.089437,0.1289885,0.1289885,27.873828
+000:08:55,-0.2883,-27.868512,0.114156,0.14023,-0.089564,0.127193,0.127193,27.868512
+000:08:55,-0.288297,-27.863051,0.113649,0.1378,-0.089525,0.1257245,0.1257245,27.863051
+000:08:55,-0.288211,-27.858982,0.113432,0.136841,-0.089452,0.1251365,0.1251365,27.858982
+000:08:55,-0.288179,-27.857197,0.113539,0.137063,-0.089396,0.125301,0.125301,27.857197
+000:08:55,-0.288205,-27.857142,0.113907,0.138124,-0.089326,0.1260155,0.1260155,27.857142
+000:08:55,-0.288205,-27.857618,0.114431,0.13968,-0.089263,0.1270555,0.1270555,27.857618
+000:08:55,-0.288228,-27.858135,0.115014,0.141406,-0.089261,0.12821,0.12821,27.858135
+000:08:55,-0.288305,-27.858214,0.115528,0.142984,-0.089279,0.129256,0.129256,27.858214
+000:08:55,-0.288371,-27.858027,0.115855,0.144138,-0.089271,0.1299965,0.1299965,27.858027
+000:08:55,-0.288322,-27.858065,0.115896,0.144625,-0.089303,0.1302605,0.1302605,27.858065
+000:08:56,-0.288085,-27.85714,0.115669,0.144144,-0.089366,0.1299065,0.1299065,27.85714
+000:08:56,-0.287845,-27.85549,0.115369,0.14298,-0.089304,0.1291745,0.1291745,27.85549
+000:08:56,-0.287884,-27.855036,0.115187,0.142134,-0.089094,0.1286605,0.1286605,27.855036
+000:08:56,-0.28812,-27.855746,0.115237,0.142103,-0.088922,0.12867,0.12867,27.855746
+000:08:56,-0.288342,-27.857026,0.11549,0.142658,-0.088858,0.129074,0.129074,27.857026
+000:08:56,-0.288457,-27.858428,0.115815,0.143444,-0.088778,0.1296295,0.1296295,27.858428
+000:08:56,-0.288534,-27.859474,0.116018,0.144053,-0.088668,0.1300355,0.1300355,27.859474
+000:08:56,-0.288621,-27.859845,0.116026,0.144278,-0.088603,0.130152,0.130152,27.859845
+000:08:56,-0.288607,-27.85885,0.115908,0.1443,-0.088548,0.130104,0.130104,27.85885
+000:08:56,-0.288529,-27.856957,0.11582,0.14445,-0.088475,0.130135,0.130135,27.856957
+000:08:57,-0.288537,-27.855746,0.115939,0.144933,-0.088454,0.130436,0.130436,27.855746
+000:08:57,-0.288679,-27.855915,0.116241,0.14565,-0.088485,0.1309455,0.1309455,27.855915
+000:08:57,-0.288917,-27.858,0.116556,0.146299,-0.0885,0.1314275,0.1314275,27.858
+000:08:57,-0.289238,-27.861146,0.116653,0.14647,-0.088541,0.1315615,0.1315615,27.861146
+000:08:57,-0.289585,-27.863855,0.116502,0.146079,-0.088652,0.1312905,0.1312905,27.863855
+000:08:57,-0.289881,-27.866248,0.116345,0.145621,-0.088762,0.130983,0.130983,27.866248
+000:08:57,-0.29012,-27.868125,0.116357,0.145539,-0.088844,0.130948,0.130948,27.868125
+000:08:57,-0.290204,-27.868796,0.116537,0.145845,-0.088959,0.131191,0.131191,27.868796
+000:08:57,-0.290081,-27.867775,0.11673,0.146215,-0.089113,0.1314725,0.1314725,27.867775
+000:08:57,-0.289874,-27.86531,0.116795,0.146314,-0.089149,0.1315545,0.1315545,27.86531
+000:08:58,-0.289752,-27.862678,0.116733,0.146171,-0.089019,0.131452,0.131452,27.862678
+000:08:58,-0.289814,-27.861338,0.116714,0.146146,-0.088922,0.13143,0.13143,27.861338
+000:08:58,-0.28999,-27.861295,0.116886,0.14644,-0.088914,0.131663,0.131663,27.861295
+000:08:58,-0.290143,-27.862551,0.117106,0.146794,-0.088975,0.13195,0.13195,27.862551
+000:08:58,-0.29027,-27.865261,0.117178,0.146897,-0.089114,0.1320375,0.1320375,27.865261
+000:08:58,-0.290451,-27.867783,0.11711,0.146811,-0.089265,0.1319605,0.1319605,27.867783
+000:08:58,-0.290631,-27.869076,0.117097,0.146851,-0.089346,0.131974,0.131974,27.869076
+000:08:58,-0.290736,-27.868794,0.117262,0.14713,-0.089293,0.132196,0.132196,27.868794
+000:08:58,-0.290724,-27.866237,0.117407,0.147318,-0.089167,0.1323625,0.1323625,27.866237
+000:08:58,-0.290517,-27.862508,0.117407,0.147233,-0.089053,0.13232,0.13232,27.862508
+000:08:59,-0.290223,-27.860538,0.117435,0.147199,-0.088958,0.132317,0.132317,27.860538
+000:08:59,-0.290076,-27.860578,0.117598,0.147423,-0.088907,0.1325105,0.1325105,27.860578
+000:08:59,-0.290157,-27.861582,0.117776,0.147653,-0.088934,0.1327145,0.1327145,27.861582
+000:08:59,-0.290417,-27.865013,0.117747,0.147588,-0.089016,0.1326675,0.1326675,27.865013
+000:08:59,-0.290772,-27.870952,0.117608,0.147418,-0.089092,0.132513,0.132513,27.870952
+000:08:59,-0.291058,-27.877237,0.117651,0.147517,-0.089178,0.132584,0.132584,27.877237
+000:08:59,-0.291236,-27.881892,0.117787,0.147699,-0.089291,0.132743,0.132743,27.881892
+000:08:59,-0.291312,-27.883218,0.117851,0.1477,-0.089286,0.1327755,0.1327755,27.883218
+000:08:59,-0.291195,-27.881077,0.117924,0.147724,-0.089122,0.132824,0.132824,27.881077
+000:08:59,-0.290983,-27.877365,0.118078,0.147943,-0.089004,0.1330105,0.1330105,27.877365
+000:09:00,-0.290849,-27.873428,0.11821,0.148128,-0.089003,0.133169,0.133169,27.873428
+000:09:00,-0.290875,-27.870848,0.118138,0.148036,-0.089045,0.133087,0.133087,27.870848
+000:09:00,-0.291063,-27.870894,0.117979,0.147893,-0.089107,0.132936,0.132936,27.870894
+000:09:00,-0.291319,-27.871193,0.11802,0.148031,-0.089186,0.1330255,0.1330255,27.871193
+000:09:00,-0.291558,-27.869661,0.118186,0.148278,-0.08923,0.133232,0.133232,27.869661
+000:09:00,-0.291707,-27.867138,0.118277,0.148334,-0.089185,0.1333055,0.1333055,27.867138
+000:09:00,-0.291665,-27.864182,0.118313,0.148282,-0.089138,0.1332975,0.1332975,27.864182
+000:09:00,-0.291404,-27.8601,0.118432,0.148387,-0.089119,0.1334095,0.1334095,27.8601
+000:09:00,-0.291063,-27.855384,0.118674,0.148685,-0.08901,0.1336795,0.1336795,27.855384
+000:09:00,-0.290819,-27.851303,0.118836,0.148821,-0.08879,0.1338285,0.1338285,27.851303
+000:09:01,-0.290798,-27.848762,0.118812,0.148621,-0.088591,0.1337165,0.1337165,27.848762
+000:09:01,-0.291002,-27.848517,0.118791,0.148443,-0.088501,0.133617,0.133617,27.848517
+000:09:01,-0.291333,-27.849686,0.118916,0.148554,-0.088507,0.133735,0.133735,27.849686
+000:09:01,-0.29172,-27.851305,0.119103,0.148842,-0.088617,0.1339725,0.1339725,27.851305
+000:09:01,-0.292151,-27.853284,0.119114,0.148879,-0.088774,0.1339965,0.1339965,27.853284
+000:09:01,-0.292557,-27.854832,0.118951,0.14851,-0.088768,0.1337305,0.1337305,27.854832
+000:09:01,-0.292792,-27.854572,0.118871,0.148213,-0.088601,0.133542,0.133542,27.854572
+000:09:01,-0.292899,-27.852088,0.11897,0.148306,-0.088507,0.133638,0.133638,27.852088
+000:09:01,-0.292916,-27.848136,0.119177,0.148643,-0.08852,0.13391,0.13391,27.848136
+000:09:01,-0.292853,-27.844967,0.119296,0.148828,-0.088585,0.134062,0.134062,27.844967
+000:09:02,-0.292804,-27.844686,0.119247,0.148678,-0.088703,0.1339625,0.1339625,27.844686
+000:09:02,-0.292789,-27.845174,0.119197,0.148508,-0.088854,0.1338525,0.1338525,27.845174
+000:09:02,-0.292836,-27.844287,0.119289,0.148619,-0.088975,0.133954,0.133954,27.844287
+000:09:02,-0.29296,-27.843132,0.119526,0.148982,-0.088978,0.134254,0.134254,27.843132
+000:09:02,-0.293083,-27.842562,0.119716,0.149257,-0.08891,0.1344865,0.1344865,27.842562
+000:09:02,-0.293014,-27.841809,0.11972,0.149211,-0.088864,0.1344655,0.1344655,27.841809
+000:09:02,-0.292708,-27.840277,0.119625,0.149045,-0.088823,0.134335,0.134335,27.840277
+000:09:02,-0.292374,-27.838367,0.119614,0.149075,-0.08878,0.1343445,0.1343445,27.838367
+000:09:02,-0.29221,-27.837534,0.119798,0.14941,-0.088789,0.134604,0.134604,27.837534
+000:09:02,-0.292249,-27.83955,0.120054,0.149833,-0.088844,0.1349435,0.1349435,27.83955
+000:09:03,-0.292415,-27.843794,0.120153,0.149937,-0.08886,0.135045,0.135045,27.843794
+000:09:03,-0.292729,-27.848322,0.119983,0.149566,-0.088873,0.1347745,0.1347745,27.848322
+000:09:03,-0.293173,-27.851782,0.119735,0.149142,-0.088936,0.1344385,0.1344385,27.851782
+000:09:03,-0.293525,-27.853839,0.119697,0.1491,-0.088944,0.1343985,0.1343985,27.853839
+000:09:03,-0.293648,-27.854889,0.119879,0.149387,-0.088857,0.134633,0.134633,27.854889
+000:09:03,-0.293674,-27.854728,0.120105,0.14972,-0.088812,0.1349125,0.1349125,27.854728
+000:09:03,-0.293637,-27.852777,0.120101,0.149716,-0.08887,0.1349085,0.1349085,27.852777
+000:09:03,-0.293462,-27.850398,0.119829,0.149333,-0.088976,0.134581,0.134581,27.850398
+000:09:03,-0.293292,-27.849523,0.119628,0.149062,-0.08913,0.134345,0.134345,27.849523
+000:09:03,-0.2933,-27.849543,0.11969,0.149184,-0.089308,0.134437,0.134437,27.849543
+000:09:04,-0.293442,-27.850256,0.119956,0.149609,-0.089408,0.1347825,0.1347825,27.850256
+000:09:04,-0.293618,-27.85222,0.12025,0.150034,-0.089415,0.135142,0.135142,27.85222
+000:09:04,-0.293943,-27.853161,0.120419,0.150163,-0.089394,0.135291,0.135291,27.853161
+000:09:04,-0.294457,-27.85146,0.120433,0.150052,-0.089384,0.1352425,0.1352425,27.85146
+000:09:04,-0.294911,-27.849126,0.120428,0.150037,-0.089308,0.1352325,0.1352325,27.849126
+000:09:04,-0.29527,-27.8478,0.120571,0.150345,-0.089126,0.135458,0.135458,27.8478
+000:09:04,-0.295639,-27.84797,0.120817,0.150837,-0.088981,0.135827,0.135827,27.84797
+000:09:04,-0.295864,-27.849529,0.12101,0.151186,-0.088926,0.136098,0.136098,27.849529
+000:09:04,-0.29602,-27.851793,0.120973,0.151134,-0.088925,0.1360535,0.1360535,27.851793
+000:09:04,-0.296319,-27.854709,0.12075,0.150828,-0.088985,0.135789,0.135789,27.854709
+000:09:05,-0.296606,-27.858552,0.120627,0.150706,-0.089021,0.1356665,0.1356665,27.858552
+000:09:05,-0.296741,-27.862541,0.120739,0.150913,-0.08889,0.135826,0.135826,27.862541
+000:09:05,-0.296768,-27.864513,0.121012,0.151273,-0.088655,0.1361425,0.1361425,27.864513
+000:09:05,-0.296724,-27.863505,0.121227,0.151442,-0.088547,0.1363345,0.1363345,27.863505
+000:09:05,-0.296497,-27.860728,0.121266,0.151254,-0.088569,0.13626,0.13626,27.860728
+000:09:05,-0.296009,-27.858567,0.12123,0.150972,-0.088694,0.136101,0.136101,27.858567
+000:09:05,-0.295455,-27.857959,0.121268,0.150914,-0.088994,0.136091,0.136091,27.857959
+000:09:05,-0.294962,-27.857231,0.121472,0.151165,-0.089334,0.1363185,0.1363185,27.857231
+000:09:05,-0.294589,-27.856122,0.121746,0.151514,-0.089531,0.13663,0.13663,27.856122
+000:09:05,-0.294403,-27.856165,0.121882,0.151335,-0.089563,0.1366085,0.1366085,27.856165
+000:09:06,-0.294371,-27.856521,0.121778,0.150389,-0.089559,0.1360835,0.1360835,27.856521
+000:09:06,-0.294422,-27.856124,0.121628,0.149509,-0.089573,0.1355685,0.1355685,27.856124
+000:09:06,-0.294501,-27.855639,0.121662,0.149327,-0.089503,0.1354945,0.1354945,27.855639
+000:09:06,-0.294551,-27.853708,0.121832,0.149625,-0.089344,0.1357285,0.1357285,27.853708
+000:09:06,-0.294499,-27.849579,0.121955,0.149948,-0.089225,0.1359515,0.1359515,27.849579
+000:09:06,-0.294426,-27.845779,0.121876,0.149998,-0.089193,0.135937,0.135937,27.845779
+000:09:06,-0.294425,-27.843178,0.121715,0.14999,-0.089193,0.1358525,0.1358525,27.843178
+000:09:06,-0.29445,-27.840832,0.121735,0.150287,-0.08923,0.136011,0.136011,27.840832
+000:09:06,-0.294531,-27.840004,0.12195,0.150837,-0.089312,0.1363935,0.1363935,27.840004
+000:09:06,-0.294741,-27.841624,0.122152,0.151282,-0.089334,0.136717,0.136717,27.841624
+000:09:07,-0.295077,-27.844361,0.122129,0.151385,-0.089272,0.136757,0.136757,27.844361
+000:09:07,-0.295508,-27.847032,0.122003,0.15138,-0.08924,0.1366915,0.1366915,27.847032
+000:09:07,-0.295924,-27.848542,0.122063,0.151627,-0.089238,0.136845,0.136845,27.848542
+000:09:07,-0.296197,-27.84816,0.122297,0.152077,-0.089267,0.137187,0.137187,27.84816
+000:09:07,-0.296317,-27.846295,0.122504,0.15242,-0.089413,0.137462,0.137462,27.846295
+000:09:07,-0.296287,-27.843868,0.122476,0.152405,-0.08963,0.1374405,0.1374405,27.843868
+000:09:07,-0.296145,-27.841519,0.122298,0.152202,-0.089756,0.13725,0.13725,27.841519
+000:09:07,-0.296001,-27.83997,0.122281,0.152216,-0.089687,0.1372485,0.1372485,27.83997
+000:09:07,-0.29593,-27.839502,0.122469,0.15251,-0.089494,0.1374895,0.1374895,27.839502
+000:09:07,-0.295949,-27.839643,0.122692,0.152798,-0.089309,0.137745,0.137745,27.839643
+000:09:08,-0.296167,-27.841331,0.12272,0.152737,-0.089109,0.1377285,0.1377285,27.841331
+000:09:08,-0.296595,-27.844296,0.122579,0.152418,-0.088849,0.1374985,0.1374985,27.844296
+000:09:08,-0.297043,-27.846656,0.122562,0.1523,-0.088662,0.137431,0.137431,27.846656
+000:09:08,-0.297407,-27.847193,0.122748,0.152522,-0.088604,0.137635,0.137635,27.847193
+000:09:08,-0.297547,-27.844808,0.123008,0.152824,-0.088609,0.137916,0.137916,27.844808
+000:09:08,-0.297473,-27.840701,0.123093,0.15285,-0.088715,0.1379715,0.1379715,27.840701
+000:09:08,-0.297407,-27.837528,0.12298,0.152638,-0.088902,0.137809,0.137809,27.837528
+000:09:08,-0.297332,-27.835511,0.122969,0.152592,-0.089019,0.1377805,0.1377805,27.835511
+000:09:08,-0.297217,-27.834035,0.123166,0.152816,-0.089009,0.137991,0.137991,27.834035
+000:09:08,-0.297186,-27.83387,0.123399,0.153054,-0.088991,0.1382265,0.1382265,27.83387
+000:09:09,-0.297292,-27.835101,0.123416,0.153022,-0.089045,0.138219,0.138219,27.835101
+000:09:09,-0.297457,-27.837932,0.123273,0.152819,-0.089191,0.138046,0.138046,27.837932
+000:09:09,-0.297587,-27.841442,0.12328,0.152824,-0.089448,0.138052,0.138052,27.841442
+000:09:09,-0.297602,-27.84209,0.123463,0.153062,-0.089698,0.1382625,0.1382625,27.84209
+000:09:09,-0.297443,-27.839564,0.123603,0.15313,-0.08976,0.1383665,0.1383665,27.839564
+000:09:09,-0.297225,-27.837677,0.123544,0.152801,-0.089598,0.1381725,0.1381725,27.837677
+000:09:09,-0.297088,-27.83784,0.123463,0.152505,-0.089334,0.137984,0.137984,27.83784
