Time,110k Dis,110k For,LVDT 1VE,LVDT 2VW,SP2VBL,avg lvdt's,avg lvdt's2,110k For2
+000:03:59,-0.106373,-19.178724,0.004118,0.030517,-0.045182,0.0173175,0.0173175,19.178724
+000:03:59,-0.1068,-19.188455,0.004164,0.030573,-0.045076,0.0173685,0.0173685,19.188455
+000:03:59,-0.107291,-19.199826,0.00416,0.030563,-0.045073,0.0173615,0.0173615,19.199826
+000:03:59,-0.107703,-19.210228,0.004266,0.030672,-0.045155,0.017469,0.017469,19.210228
+000:03:59,-0.108092,-19.219837,0.004332,0.030728,-0.045282,0.01753,0.01753,19.219837
+000:03:59,-0.108434,-19.228606,0.004308,0.030706,-0.045482,0.017507,0.017507,19.228606
+000:03:59,-0.108559,-19.236453,0.004388,0.030856,-0.045657,0.017622,0.017622,19.236453
+000:03:59,-0.108453,-19.24159,0.004408,0.030923,-0.045645,0.0176655,0.0176655,19.24159
+000:03:59,-0.108188,-19.241923,0.004227,0.030712,-0.045509,0.0174695,0.0174695,19.241923
+000:03:59,-0.107983,-19.240013,0.004113,0.030619,-0.045467,0.017366,0.017366,19.240013
+000:04:00,-0.108053,-19.240032,0.004071,0.03061,-0.045556,0.0173405,0.0173405,19.240032
+000:04:00,-0.108255,-19.242595,0.003998,0.030475,-0.045678,0.0172365,0.0172365,19.242595
+000:04:00,-0.108485,-19.246462,0.004032,0.030491,-0.045845,0.0172615,0.0172615,19.246462
+000:04:00,-0.108734,-19.250172,0.004132,0.030623,-0.04606,0.0173775,0.0173775,19.250172
+000:04:00,-0.108935,-19.25304,0.004205,0.030637,-0.046179,0.017421,0.017421,19.25304
+000:04:00,-0.109049,-19.256002,0.004336,0.030695,-0.046105,0.0175155,0.0175155,19.256002
+000:04:00,-0.109078,-19.259831,0.004534,0.030878,-0.045934,0.017706,0.017706,19.259831
+000:04:00,-0.10899,-19.264029,0.004718,0.031025,-0.045793,0.0178715,0.0178715,19.264029
+000:04:00,-0.108874,-19.267343,0.004879,0.031157,-0.045663,0.018018,0.018018,19.267343
+000:04:00,-0.10881,-19.269641,0.005012,0.03131,-0.045535,0.018161,0.018161,19.269641
+000:04:01,-0.108583,-19.271708,0.005097,0.031383,-0.04549,0.01824,0.01824,19.271708
+000:04:01,-0.108169,-19.27388,0.005163,0.031459,-0.045526,0.018311,0.018311,19.27388
+000:04:01,-0.10773,-19.276309,0.005193,0.031572,-0.045586,0.0183825,0.0183825,19.276309
+000:04:01,-0.107349,-19.280354,0.005156,0.031598,-0.045678,0.018377,0.018377,19.280354
+000:04:01,-0.107177,-19.288226,0.0051,0.031627,-0.045762,0.0183635,0.0183635,19.288226
+000:04:01,-0.107274,-19.299388,0.005056,0.031716,-0.045699,0.018386,0.018386,19.299388
+000:04:01,-0.107495,-19.312385,0.005003,0.031735,-0.045508,0.018369,0.018369,19.312385
+000:04:01,-0.107777,-19.32662,0.004928,0.031729,-0.045419,0.0183285,0.0183285,19.32662
+000:04:01,-0.108158,-19.3397,0.004887,0.031827,-0.045477,0.018357,0.018357,19.3397
+000:04:01,-0.108529,-19.350386,0.004849,0.031864,-0.045582,0.0183565,0.0183565,19.350386
+000:04:02,-0.108846,-19.359921,0.004716,0.031677,-0.045767,0.0181965,0.0181965,19.359921
+000:04:02,-0.109102,-19.368878,0.004613,0.031523,-0.046016,0.018068,0.018068,19.368878
+000:04:02,-0.109237,-19.377286,0.004639,0.031523,-0.046188,0.018081,0.018081,19.377286
+000:04:02,-0.109265,-19.38545,0.004564,0.0314,-0.046222,0.017982,0.017982,19.38545
+000:04:02,-0.109221,-19.393343,0.00437,0.031189,-0.046185,0.0177795,0.0177795,19.393343
+000:04:02,-0.109176,-19.401594,0.004316,0.031199,-0.046175,0.0177575,0.0177575,19.401594
+000:04:02,-0.109212,-19.41114,0.004337,0.03127,-0.046132,0.0178035,0.0178035,19.41114
+000:04:02,-0.10934,-19.421935,0.004303,0.031173,-0.045987,0.017738,0.017738,19.421935
+000:04:02,-0.109494,-19.433467,0.004337,0.031137,-0.045905,0.017737,0.017737,19.433467
+000:04:02,-0.109654,-19.443982,0.004473,0.031244,-0.045944,0.0178585,0.0178585,19.443982
+000:04:03,-0.109745,-19.452798,0.004622,0.031313,-0.045989,0.0179675,0.0179675,19.452798
+000:04:03,-0.109763,-19.461081,0.004748,0.031372,-0.046086,0.01806,0.01806,19.461081
+000:04:03,-0.109854,-19.468901,0.00487,0.031541,-0.04628,0.0182055,0.0182055,19.468901
+000:04:03,-0.109984,-19.475853,0.004938,0.031646,-0.046406,0.018292,0.018292,19.475853
+000:04:03,-0.110109,-19.483782,0.004866,0.031521,-0.046411,0.0181935,0.0181935,19.483782
+000:04:03,-0.110181,-19.495759,0.00477,0.031419,-0.046455,0.0180945,0.0180945,19.495759
+000:04:03,-0.110091,-19.512083,0.004748,0.03144,-0.046558,0.018094,0.018094,19.512083
+000:04:03,-0.109886,-19.53113,0.004653,0.031338,-0.04672,0.0179955,0.0179955,19.53113
+000:04:03,-0.109663,-19.551014,0.004519,0.031205,-0.046988,0.017862,0.017862,19.551014
+000:04:03,-0.109507,-19.571726,0.004513,0.031264,-0.047296,0.0178885,0.0178885,19.571726
+000:04:04,-0.109627,-19.595384,0.004467,0.031281,-0.047562,0.017874,0.017874,19.595384
+000:04:04,-0.110157,-19.621221,0.00432,0.031169,-0.047753,0.0177445,0.0177445,19.621221
+000:04:04,-0.110865,-19.645292,0.0043,0.031224,-0.047914,0.017762,0.017762,19.645292
+000:04:04,-0.111512,-19.664849,0.004264,0.031261,-0.048085,0.0177625,0.0177625,19.664849
+000:04:04,-0.111945,-19.679937,0.004058,0.031063,-0.048128,0.0175605,0.0175605,19.679937
+000:04:04,-0.112107,-19.691851,0.003962,0.030991,-0.047986,0.0174765,0.0174765,19.691851
+000:04:04,-0.112122,-19.703082,0.004024,0.031067,-0.047854,0.0175455,0.0175455,19.703082
+000:04:04,-0.112021,-19.713716,0.004082,0.031029,-0.047782,0.0175555,0.0175555,19.713716
+000:04:04,-0.111774,-19.721605,0.004152,0.031023,-0.047754,0.0175875,0.0175875,19.721605
+000:04:04,-0.111453,-19.726737,0.004286,0.031198,-0.047844,0.017742,0.017742,19.726737
+000:04:05,-0.11115,-19.729447,0.004389,0.031314,-0.048,0.0178515,0.0178515,19.729447
+000:04:05,-0.110964,-19.730867,0.004343,0.031203,-0.048086,0.017773,0.017773,19.730867
+000:04:05,-0.111028,-19.732493,0.004286,0.031155,-0.048066,0.0177205,0.0177205,19.732493
+000:04:05,-0.111288,-19.73436,0.004307,0.031233,-0.048068,0.01777,0.01777,19.73436
+000:04:05,-0.111593,-19.737096,0.004256,0.031184,-0.048161,0.01772,0.01772,19.737096
+000:04:05,-0.111982,-19.742824,0.004202,0.031157,-0.048333,0.0176795,0.0176795,19.742824
+000:04:05,-0.112393,-19.751114,0.004292,0.031309,-0.048573,0.0178005,0.0178005,19.751114
+000:04:05,-0.112726,-19.761287,0.004367,0.031401,-0.048806,0.017884,0.017884,19.761287
+000:04:05,-0.113002,-19.773678,0.004385,0.031448,-0.048926,0.0179165,0.0179165,19.773678
+000:04:05,-0.113159,-19.784968,0.004486,0.031663,-0.048872,0.0180745,0.0180745,19.784968
+000:04:06,-0.113226,-19.793016,0.004512,0.031808,-0.048742,0.01816,0.01816,19.793016
+000:04:06,-0.113251,-19.798277,0.004407,0.031756,-0.048646,0.0180815,0.0180815,19.798277
+000:04:06,-0.113066,-19.800745,0.004408,0.031802,-0.048509,0.018105,0.018105,19.800745
+000:04:06,-0.112661,-19.800539,0.004395,0.031788,-0.048341,0.0180915,0.0180915,19.800539
+000:04:06,-0.112267,-19.798776,0.004255,0.031534,-0.048266,0.0178945,0.0178945,19.798776
+000:04:06,-0.111994,-19.797945,0.004225,0.031429,-0.048259,0.017827,0.017827,19.797945
+000:04:06,-0.111939,-19.800893,0.004268,0.031427,-0.048312,0.0178475,0.0178475,19.800893
+000:04:06,-0.11219,-19.806813,0.004294,0.031292,-0.048474,0.017793,0.017793,19.806813
+000:04:06,-0.112577,-19.812574,0.004448,0.031282,-0.048624,0.017865,0.017865,19.812574
+000:04:06,-0.11292,-19.818957,0.004652,0.031373,-0.048598,0.0180125,0.0180125,19.818957
+000:04:07,-0.113226,-19.826954,0.00479,0.031382,-0.048441,0.018086,0.018086,19.826954
+000:04:07,-0.113465,-19.835826,0.004956,0.031517,-0.048384,0.0182365,0.0182365,19.835826
+000:04:07,-0.113581,-19.844967,0.005106,0.031724,-0.048483,0.018415,0.018415,19.844967
+000:04:07,-0.113629,-19.853004,0.005174,0.031798,-0.048658,0.018486,0.018486,19.853004
+000:04:07,-0.113488,-19.859324,0.005263,0.031942,-0.048943,0.0186025,0.0186025,19.859324
+000:04:07,-0.113137,-19.866427,0.00534,0.032119,-0.04928,0.0187295,0.0187295,19.866427
+000:04:07,-0.112761,-19.875431,0.005342,0.032143,-0.049492,0.0187425,0.0187425,19.875431
+000:04:07,-0.112418,-19.883523,0.005376,0.032227,-0.0495,0.0188015,0.0188015,19.883523
+000:04:07,-0.112225,-19.890983,0.005407,0.032364,-0.049399,0.0188855,0.0188855,19.890983
+000:04:07,-0.112284,-19.899326,0.005375,0.032382,-0.049296,0.0188785,0.0188785,19.899326
+000:04:08,-0.11256,-19.908491,0.005384,0.032463,-0.049156,0.0189235,0.0189235,19.908491
+000:04:08,-0.112954,-19.917948,0.0054,0.032578,-0.048986,0.018989,0.018989,19.917948
+000:04:08,-0.11335,-19.924922,0.005357,0.032566,-0.048882,0.0189615,0.0189615,19.924922
+000:04:08,-0.113657,-19.927874,0.005361,0.032613,-0.048843,0.018987,0.018987,19.927874
+000:04:08,-0.113902,-19.929094,0.005375,0.032674,-0.048848,0.0190245,0.0190245,19.929094
+000:04:08,-0.114106,-19.930954,0.005334,0.032579,-0.048922,0.0189565,0.0189565,19.930954
+000:04:08,-0.114149,-19.933759,0.005341,0.032551,-0.048991,0.018946,0.018946,19.933759
+000:04:08,-0.113983,-19.937427,0.005358,0.03259,-0.048919,0.018974,0.018974,19.937427
+000:04:08,-0.113657,-19.940609,0.00532,0.032527,-0.048734,0.0189235,0.0189235,19.940609
+000:04:08,-0.113275,-19.943044,0.005331,0.032545,-0.048635,0.018938,0.018938,19.943044
+000:04:09,-0.113068,-19.947275,0.005371,0.032633,-0.048682,0.019002,0.019002,19.947275
+000:04:09,-0.113211,-19.95467,0.005387,0.032639,-0.048842,0.019013,0.019013,19.95467
+000:04:09,-0.113567,-19.964425,0.005447,0.032712,-0.04913,0.0190795,0.0190795,19.964425
+000:04:09,-0.114051,-19.97533,0.005509,0.032842,-0.049455,0.0191755,0.0191755,19.97533
+000:04:09,-0.114639,-19.987143,0.005529,0.032878,-0.049649,0.0192035,0.0192035,19.987143
+000:04:09,-0.115106,-19.999331,0.005579,0.032931,-0.049643,0.019255,0.019255,19.999331
+000:04:09,-0.115336,-20.011383,0.005605,0.03297,-0.049543,0.0192875,0.0192875,20.011383
+000:04:09,-0.115316,-20.021334,0.005553,0.032898,-0.049456,0.0192255,0.0192255,20.021334
+000:04:09,-0.115077,-20.026624,0.005535,0.032919,-0.049344,0.019227,0.019227,20.026624
+000:04:09,-0.114696,-20.028298,0.005501,0.03294,-0.049202,0.0192205,0.0192205,20.028298
+000:04:10,-0.114235,-20.028565,0.005399,0.032777,-0.049134,0.019088,0.019088,20.028565
+000:04:10,-0.1138,-20.029635,0.005381,0.03269,-0.049147,0.0190355,0.0190355,20.029635
+000:04:10,-0.113617,-20.031255,0.005299,0.032579,-0.049229,0.018939,0.018939,20.031255
+000:04:10,-0.113792,-20.031329,0.005022,0.032281,-0.049411,0.0186515,0.0186515,20.031329
+000:04:10,-0.114182,-20.031511,0.004802,0.032107,-0.049588,0.0184545,0.0184545,20.031511
+000:04:10,-0.114659,-20.035164,0.004636,0.032027,-0.049604,0.0183315,0.0183315,20.035164
+000:04:10,-0.115053,-20.043383,0.004479,0.031953,-0.0495,0.018216,0.018216,20.043383
+000:04:10,-0.115261,-20.054192,0.00446,0.03203,-0.049451,0.018245,0.018245,20.054192
+000:04:10,-0.115373,-20.064929,0.004451,0.032078,-0.049514,0.0182645,0.0182645,20.064929
+000:04:10,-0.115435,-20.07369,0.004409,0.032061,-0.049661,0.018235,0.018235,20.07369
+000:04:11,-0.1154,-20.080178,0.00447,0.032167,-0.049917,0.0183185,0.0183185,20.080178
+000:04:11,-0.115365,-20.085753,0.004512,0.032241,-0.050237,0.0183765,0.0183765,20.085753
+000:04:11,-0.115334,-20.090796,0.004497,0.032269,-0.050464,0.018383,0.018383,20.090796
+000:04:11,-0.115106,-20.094911,0.004568,0.032406,-0.050486,0.018487,0.018487,20.094911
+000:04:11,-0.11481,-20.098703,0.004629,0.032502,-0.050399,0.0185655,0.0185655,20.098703
+000:04:11,-0.114656,-20.103692,0.004657,0.032563,-0.050326,0.01861,0.01861,20.103692
+000:04:11,-0.114625,-20.111761,0.004763,0.032698,-0.050196,0.0187305,0.0187305,20.111761
+000:04:11,-0.114716,-20.123548,0.00483,0.032728,-0.050003,0.018779,0.018779,20.123548
+000:04:11,-0.114938,-20.13621,0.004846,0.032709,-0.049867,0.0187775,0.0187775,20.13621
+000:04:11,-0.115225,-20.146827,0.00493,0.03278,-0.049804,0.018855,0.018855,20.146827
+000:04:12,-0.115553,-20.155942,0.004969,0.032763,-0.049809,0.018866,0.018866,20.155942
+000:04:12,-0.115919,-20.164687,0.004956,0.032711,-0.049906,0.0188335,0.0188335,20.164687
+000:04:12,-0.116201,-20.172191,0.004991,0.032741,-0.049994,0.018866,0.018866,20.172191
+000:04:12,-0.116245,-20.177089,0.004955,0.032681,-0.049937,0.018818,0.018818,20.177089
+000:04:12,-0.116073,-20.180183,0.004874,0.032628,-0.049782,0.018751,0.018751,20.180183
+000:04:12,-0.115836,-20.182374,0.004893,0.032704,-0.049721,0.0187985,0.0187985,20.182374
+000:04:12,-0.115576,-20.183187,0.004894,0.032696,-0.0498,0.018795,0.018795,20.183187
+000:04:12,-0.115343,-20.184316,0.004863,0.032655,-0.049986,0.018759,0.018759,20.184316
+000:04:12,-0.115307,-20.18801,0.004914,0.032737,-0.050293,0.0188255,0.0188255,20.18801
+000:04:12,-0.115541,-20.193855,0.004914,0.03273,-0.050646,0.018822,0.018822,20.193855
+000:04:13,-0.115908,-20.200913,0.00486,0.032647,-0.050884,0.0187535,0.0187535,20.200913
+000:04:13,-0.116252,-20.209647,0.004937,0.032723,-0.050893,0.01883,0.01883,20.209647
+000:04:13,-0.116553,-20.220363,0.004992,0.032773,-0.050785,0.0188825,0.0188825,20.220363
+000:04:13,-0.116862,-20.233157,0.004947,0.032744,-0.050725,0.0188455,0.0188455,20.233157
+000:04:13,-0.117172,-20.246436,0.005003,0.032866,-0.050651,0.0189345,0.0189345,20.246436
+000:04:13,-0.117357,-20.257591,0.005039,0.032955,-0.050533,0.018997,0.018997,20.257591
+000:04:13,-0.117326,-20.26709,0.004958,0.032915,-0.050496,0.0189365,0.0189365,20.26709
+000:04:13,-0.117059,-20.274964,0.00495,0.033017,-0.050533,0.0189835,0.0189835,20.274964
+000:04:13,-0.11622,-20.281103,0.004908,0.033081,-0.050594,0.0189945,0.0189945,20.281103
+000:04:13,-0.114739,-20.28642,0.004749,0.032935,-0.050716,0.018842,0.018842,20.28642
+000:04:14,-0.113449,-20.2906,0.004706,0.032886,-0.05082,0.018796,0.018796,20.2906
+000:04:14,-0.112907,-20.29279,0.004683,0.032824,-0.05078,0.0187535,0.0187535,20.29279
+000:04:14,-0.113069,-20.294574,0.004532,0.032598,-0.050648,0.018565,0.018565,20.294574
+000:04:14,-0.11371,-20.29923,0.004474,0.032545,-0.050575,0.0185095,0.0185095,20.29923
+000:04:14,-0.114506,-20.306961,0.004438,0.032568,-0.050597,0.018503,0.018503,20.306961
+000:04:14,-0.115358,-20.316707,0.00432,0.032496,-0.050706,0.018408,0.018408,20.316707
+000:04:14,-0.116178,-20.327564,0.004318,0.032592,-0.050927,0.018455,0.018455,20.327564
+000:04:14,-0.116568,-20.339849,0.004332,0.032686,-0.051203,0.018509,0.018509,20.339849
+000:04:14,-0.116311,-20.353389,0.004274,0.03261,-0.051396,0.018442,0.018442,20.353389
+000:04:14,-0.115779,-20.364113,0.004376,0.032674,-0.051398,0.018525,0.018525,20.364113
+000:04:15,-0.115053,-20.369113,0.004511,0.032741,-0.051305,0.018626,0.018626,20.369113
+000:04:15,-0.114041,-20.3703,0.004537,0.032644,-0.051262,0.0185905,0.0185905,20.3703
+000:04:15,-0.113308,-20.371762,0.004671,0.032711,-0.051182,0.018691,0.018691,20.371762
+000:04:15,-0.113256,-20.376658,0.004824,0.032777,-0.051038,0.0188005,0.0188005,20.376658
+000:04:15,-0.113704,-20.385413,0.004855,0.032596,-0.050971,0.0187255,0.0187255,20.385413
+000:04:15,-0.114477,-20.397428,0.004948,0.032533,-0.050993,0.0187405,0.0187405,20.397428
+000:04:15,-0.115498,-20.411492,0.005051,0.03257,-0.051062,0.0188105,0.0188105,20.411492
+000:04:15,-0.116555,-20.424814,0.005073,0.032508,-0.051177,0.0187905,0.0187905,20.424814
+000:04:15,-0.117389,-20.436268,0.005162,0.032608,-0.051247,0.018885,0.018885,20.436268
+000:04:15,-0.117953,-20.445463,0.005226,0.032704,-0.05117,0.018965,0.018965,20.445463
+000:04:16,-0.118278,-20.451846,0.005168,0.032528,-0.05102,0.018848,0.018848,20.451846
+000:04:16,-0.118324,-20.456414,0.005178,0.032453,-0.050966,0.0188155,0.0188155,20.456414
+000:04:16,-0.118126,-20.460558,0.00521,0.032449,-0.05105,0.0188295,0.0188295,20.460558
+000:04:16,-0.117748,-20.464256,0.005174,0.032289,-0.051243,0.0187315,0.0187315,20.464256
+000:04:16,-0.117365,-20.467431,0.005217,0.032285,-0.051543,0.018751,0.018751,20.467431
+000:04:16,-0.11717,-20.471443,0.005267,0.032379,-0.051824,0.018823,0.018823,20.471443
+000:04:16,-0.117112,-20.476714,0.005238,0.032369,-0.051911,0.0188035,0.0188035,20.476714
+000:04:16,-0.117146,-20.483716,0.00528,0.032514,-0.051818,0.018897,0.018897,20.483716
+000:04:16,-0.117257,-20.492371,0.005345,0.032726,-0.05168,0.0190355,0.0190355,20.492371
+000:04:16,-0.117387,-20.501088,0.005359,0.032784,-0.051563,0.0190715,0.0190715,20.501088
+000:04:17,-0.117541,-20.508843,0.00544,0.032939,-0.051405,0.0191895,0.0191895,20.508843
+000:04:17,-0.117736,-20.515236,0.005516,0.033124,-0.051215,0.01932,0.01932,20.515236
+000:04:17,-0.117983,-20.521288,0.005524,0.033132,-0.051127,0.019328,0.019328,20.521288
+000:04:17,-0.118244,-20.527076,0.005587,0.033227,-0.051156,0.019407,0.019407,20.527076
+000:04:17,-0.118371,-20.529536,0.005641,0.03337,-0.05125,0.0195055,0.0195055,20.529536
+000:04:17,-0.118302,-20.528418,0.005624,0.033372,-0.051411,0.019498,0.019498,20.528418
+000:04:17,-0.118113,-20.527526,0.005683,0.033464,-0.051561,0.0195735,0.0195735,20.527526
+000:04:17,-0.117882,-20.529243,0.005787,0.033606,-0.051559,0.0196965,0.0196965,20.529243
+000:04:17,-0.117704,-20.53324,0.005831,0.033608,-0.051441,0.0197195,0.0197195,20.53324
+000:04:17,-0.117653,-20.538015,0.005892,0.033661,-0.051393,0.0197765,0.0197765,20.538015
+000:04:18,-0.117809,-20.543951,0.005981,0.033783,-0.051461,0.019882,0.019882,20.543951
+000:04:18,-0.118186,-20.552606,0.006039,0.033818,-0.051609,0.0199285,0.0199285,20.552606
+000:04:18,-0.118654,-20.56428,0.006093,0.033875,-0.051875,0.019984,0.019984,20.56428
+000:04:18,-0.119042,-20.578056,0.006161,0.034023,-0.052187,0.020092,0.020092,20.578056
+000:04:18,-0.119268,-20.591269,0.006191,0.034095,-0.05238,0.020143,0.020143,20.591269
+000:04:18,-0.119331,-20.602758,0.006135,0.034054,-0.052385,0.0200945,0.0200945,20.602758
+000:04:18,-0.119385,-20.61487,0.006068,0.034083,-0.052284,0.0200755,0.0200755,20.61487
+000:04:18,-0.119469,-20.627211,0.005999,0.034055,-0.052183,0.020027,0.020027,20.627211
+000:04:18,-0.119304,-20.636376,0.005835,0.033771,-0.052035,0.019803,0.019803,20.636376
+000:04:18,-0.118892,-20.641481,0.005682,0.033527,-0.051819,0.0196045,0.0196045,20.641481
+000:04:19,-0.118517,-20.64743,0.00561,0.033409,-0.051654,0.0195095,0.0195095,20.64743
+000:04:19,-0.118375,-20.658588,0.005515,0.03326,-0.051592,0.0193875,0.0193875,20.658588
+000:04:19,-0.118515,-20.670602,0.005452,0.033224,-0.05161,0.019338,0.019338,20.670602
+000:04:19,-0.118825,-20.679505,0.005476,0.033323,-0.051696,0.0193995,0.0193995,20.679505
+000:04:19,-0.119259,-20.686361,0.005534,0.033482,-0.051798,0.019508,0.019508,20.686361
+000:04:19,-0.119777,-20.692197,0.005628,0.033685,-0.051797,0.0196565,0.0196565,20.692197
+000:04:19,-0.120188,-20.69709,0.005759,0.033861,-0.051691,0.01981,0.01981,20.69709
+000:04:19,-0.120356,-20.701226,0.005923,0.034066,-0.05167,0.0199945,0.0199945,20.701226
+000:04:19,-0.120335,-20.704041,0.006034,0.034192,-0.051789,0.020113,0.020113,20.704041
+000:04:19,-0.120194,-20.704558,0.006042,0.034116,-0.051993,0.020079,0.020079,20.704558
+000:04:20,-0.119967,-20.703256,0.006064,0.034099,-0.052318,0.0200815,0.0200815,20.703256
+000:04:20,-0.119684,-20.701255,0.006033,0.034039,-0.05274,0.020036,0.020036,20.701255
+000:04:20,-0.119367,-20.69983,0.00591,0.033757,-0.053104,0.0198335,0.0198335,20.69983
+000:04:20,-0.119113,-20.699815,0.005858,0.033575,-0.053262,0.0197165,0.0197165,20.699815
+000:04:20,-0.119022,-20.701247,0.005776,0.033513,-0.053267,0.0196445,0.0196445,20.701247
+000:04:20,-0.119123,-20.704778,0.005621,0.033492,-0.053224,0.0195565,0.0195565,20.704778
+000:04:20,-0.119379,-20.713051,0.005552,0.0336,-0.053073,0.019576,0.019576,20.713051
+000:04:20,-0.119733,-20.72579,0.005503,0.033681,-0.052828,0.019592,0.019592,20.72579
+000:04:20,-0.120223,-20.740008,0.005472,0.033759,-0.052666,0.0196155,0.0196155,20.740008
+000:04:20,-0.120761,-20.753729,0.005494,0.033808,-0.052598,0.019651,0.019651,20.753729
+000:04:21,-0.121105,-20.764884,0.005469,0.033674,-0.052572,0.0195715,0.0195715,20.764884
+000:04:21,-0.121277,-20.773736,0.005455,0.033574,-0.052645,0.0195145,0.0195145,20.773736
+000:04:21,-0.121365,-20.780802,0.00553,0.033625,-0.052793,0.0195775,0.0195775,20.780802
+000:04:21,-0.121251,-20.785912,0.005656,0.033768,-0.052884,0.019712,0.019712,20.785912
+000:04:21,-0.120937,-20.790042,0.005765,0.033878,-0.052869,0.0198215,0.0198215,20.790042
+000:04:21,-0.12058,-20.794114,0.005833,0.033858,-0.052844,0.0198455,0.0198455,20.794114
+000:04:21,-0.120344,-20.800335,0.005931,0.033917,-0.052872,0.019924,0.019924,20.800335
+000:04:21,-0.120507,-20.810871,0.005939,0.033982,-0.053003,0.0199605,0.0199605,20.810871
+000:04:21,-0.121114,-20.824855,0.005808,0.033944,-0.053259,0.019876,0.019876,20.824855
+000:04:21,-0.121755,-20.839805,0.005739,0.034005,-0.053547,0.019872,0.019872,20.839805
+000:04:22,-0.122186,-20.854295,0.005676,0.034064,-0.053777,0.01987,0.01987,20.854295
+000:04:22,-0.122487,-20.868248,0.005581,0.034076,-0.053914,0.0198285,0.0198285,20.868248
+000:04:22,-0.122702,-20.881418,0.005554,0.034098,-0.054025,0.019826,0.019826,20.881418
+000:04:22,-0.122763,-20.891923,0.005512,0.034024,-0.054172,0.019768,0.019768,20.891923
+000:04:22,-0.122661,-20.897983,0.005484,0.033994,-0.054229,0.019739,0.019739,20.897983
+000:04:22,-0.122441,-20.900103,0.005548,0.034077,-0.054124,0.0198125,0.0198125,20.900103
+000:04:22,-0.122104,-20.900369,0.005666,0.034183,-0.054025,0.0199245,0.0199245,20.900369
