Time,ms,110k Dis,,110k For,,LVDT 1 V,,LVDT 2 V,,LVDT Avg.,SP2 Bloc,,Act. Disp.,,,,,
,,V,inches,V,kips,V,inches,V,inches,inches,V,inches,,,,,,
+000:08:49,300,-0.284,-0.284,-2.782,-27.822,-4.712,0.104,-8.070,0.132,0.118,1.467,-0.09093314,-0.193,,,,,
+000:08:49,400,-0.282,-0.282,-2.781,-27.810,-4.733,0.108,-7.992,0.117,0.113,1.477,-0.08700464,-0.195,,,,,
+000:08:49,500,-0.284,-0.284,-2.785,-27.852,-4.729,0.107,-8.073,0.133,0.120,1.470,-0.08983964,-0.194,,,,,
+000:08:49,600,-0.286,-0.286,-2.789,-27.886,-4.730,0.108,-8.082,0.134,0.121,1.470,-0.08983964,-0.196,,,,,
+000:08:49,700,-0.286,-0.286,-2.785,-27.846,-4.735,0.108,-8.085,0.135,0.122,1.476,-0.08749064,-0.198,,,,,
+000:08:49,800,-0.287,-0.287,-2.791,-27.910,-4.734,0.108,-8.091,0.136,0.122,1.476,-0.08736914,-0.199,,,,,
+000:08:49,900,-0.284,-0.284,-2.790,-27.898,-4.739,0.109,-8.094,0.137,0.123,1.475,-0.08785514,-0.196,,,,,
+000:08:50,0,-0.285,-0.285,-2.787,-27.874,-4.738,0.109,-8.099,0.138,0.123,1.468,-0.09056864,-0.194,,,,,
+000:08:50,100,-0.282,-0.282,-2.787,-27.874,-4.742,0.110,-8.098,0.137,0.124,1.473,-0.08858414,-0.194,,,,,
+000:08:50,200,-0.286,-0.286,-2.781,-27.813,-4.741,0.110,-8.101,0.138,0.124,1.469,-0.09032564,-0.196,,,,,
+000:08:50,300,-0.281,-0.281,-2.786,-27.864,-4.744,0.110,-8.099,0.138,0.124,1.471,-0.08947514,-0.191,,,,,
+000:08:50,400,-0.285,-0.285,-2.784,-27.837,-4.741,0.110,-8.102,0.138,0.124,1.470,-0.08983964,-0.195,,,,,
+000:08:50,500,-0.286,-0.286,-2.789,-27.886,-4.747,0.111,-8.104,0.138,0.125,1.477,-0.08712614,-0.198,,,,,
+000:08:50,600,-0.288,-0.288,-2.790,-27.904,-4.744,0.110,-8.106,0.139,0.125,1.469,-0.09032564,-0.198,,,,,
+000:08:50,700,-0.289,-0.289,-2.789,-27.889,-4.748,0.111,-8.105,0.139,0.125,1.472,-0.08898914,-0.200,,,,,
+000:08:50,800,-0.285,-0.285,-2.787,-27.871,-4.745,0.110,-8.108,0.139,0.125,1.475,-0.08785514,-0.197,,,,,
+000:08:50,900,-0.287,-0.287,-2.787,-27.874,-4.749,0.111,-8.107,0.139,0.125,1.484,-0.08429114,-0.203,,,,,
+000:08:51,0,-0.285,-0.285,-2.787,-27.871,-4.744,0.110,-8.108,0.139,0.125,1.469,-0.09020414,-0.194,,,,,
+000:08:51,100,-0.288,-0.288,-2.792,-27.922,-4.749,0.111,-8.106,0.139,0.125,1.471,-0.08959664,-0.198,,,,,
+000:08:51,200,-0.281,-0.281,-2.784,-27.843,-4.744,0.110,-8.107,0.139,0.125,1.472,-0.08911064,-0.192,,,,,
+000:08:51,300,-0.286,-0.286,-2.781,-27.813,-4.748,0.111,-8.105,0.139,0.125,1.472,-0.08886764,-0.197,,,,,
+000:08:51,400,-0.283,-0.283,-2.786,-27.855,-4.745,0.110,-8.106,0.139,0.125,1.468,-0.09081164,-0.192,,,,,
+000:08:51,500,-0.286,-0.286,-2.786,-27.858,-4.749,0.111,-8.104,0.139,0.125,1.474,-0.08809814,-0.198,,,,,
+000:08:51,600,-0.289,-0.289,-2.789,-27.892,-4.745,0.111,-8.107,0.139,0.125,1.475,-0.08785514,-0.201,,,,,
+000:08:51,700,-0.285,-0.285,-2.786,-27.864,-4.749,0.111,-8.105,0.139,0.125,1.474,-0.08809814,-0.197,,,,,
+000:08:51,800,-0.289,-0.289,-2.783,-27.831,-4.745,0.110,-8.107,0.139,0.125,1.469,-0.09032564,-0.198,,,,,
+000:08:51,900,-0.287,-0.287,-2.787,-27.874,-4.749,0.111,-8.105,0.139,0.125,1.474,-0.08809814,-0.199,,,,,
+000:08:52,0,-0.288,-0.288,-2.782,-27.816,-4.747,0.111,-8.108,0.139,0.125,1.470,-0.08983964,-0.198,,,,,
+000:08:52,100,-0.285,-0.285,-2.788,-27.877,-4.751,0.111,-8.107,0.139,0.125,1.471,-0.08947514,-0.195,,,,,
+000:08:52,200,-0.284,-0.284,-2.784,-27.843,-4.748,0.111,-8.107,0.139,0.125,1.470,-0.08983964,-0.194,,,,,
+000:08:52,300,-0.285,-0.285,-2.781,-27.813,-4.748,0.111,-8.103,0.138,0.125,1.477,-0.08700464,-0.198,,,,,
+000:08:52,400,-0.290,-0.290,-2.789,-27.886,-4.745,0.111,-8.104,0.138,0.124,1.468,-0.09044714,-0.199,,,,,
+000:08:52,500,-0.286,-0.286,-2.786,-27.855,-4.745,0.110,-8.096,0.137,0.124,1.472,-0.08898914,-0.197,,,,,
+000:08:52,600,-0.286,-0.286,-2.790,-27.901,-4.740,0.109,-8.091,0.136,0.123,1.474,-0.08821964,-0.198,,,,,
+000:08:52,700,-0.288,-0.288,-2.786,-27.858,-4.740,0.109,-8.075,0.133,0.121,1.481,-0.08526314,-0.203,,,,,
+000:08:52,800,-0.286,-0.286,-2.783,-27.834,-4.749,0.111,-8.038,0.126,0.119,1.474,-0.08834114,-0.198,,,,,
+000:08:52,900,-0.280,-0.280,-2.791,-27.910,-4.731,0.108,-8.095,0.137,0.122,1.468,-0.09044714,-0.190,,,,,
+000:08:53,0,-0.287,-0.287,-2.785,-27.846,-4.760,0.113,-8.128,0.143,0.128,1.474,-0.08821964,-0.199,,,,,
+000:08:53,100,-0.288,-0.288,-2.784,-27.837,-4.745,0.111,-8.116,0.141,0.126,1.468,-0.09081164,-0.197,,,,,
+000:08:53,200,-0.285,-0.285,-2.783,-27.834,-4.770,0.115,-8.142,0.146,0.130,1.470,-0.08971814,-0.195,,,,,
+000:08:53,300,-0.284,-0.284,-2.781,-27.810,-4.756,0.112,-8.131,0.144,0.128,1.471,-0.08923214,-0.195,,,,,
+000:08:53,400,-0.289,-0.289,-2.786,-27.858,-4.777,0.117,-8.152,0.148,0.132,1.479,-0.08623514,-0.202,,,,,
+000:08:53,500,-0.286,-0.286,-2.794,-27.935,-4.763,0.114,-8.141,0.145,0.130,1.476,-0.08749064,-0.199,,,,,
+000:08:53,600,-0.288,-0.288,-2.790,-27.898,-4.781,0.117,-8.157,0.149,0.133,1.472,-0.08898914,-0.199,,,,,
+000:08:53,700,-0.292,-0.292,-2.792,-27.922,-4.767,0.115,-8.146,0.147,0.131,1.471,-0.08947514,-0.202,,,,,
+000:08:53,800,-0.286,-0.286,-2.783,-27.828,-4.783,0.118,-8.161,0.149,0.134,1.473,-0.08846264,-0.197,,,,,
+000:08:53,900,-0.287,-0.287,-2.788,-27.880,-4.771,0.115,-8.150,0.147,0.131,1.468,-0.09056864,-0.196,,,,,
+000:08:54,0,-0.286,-0.286,-2.786,-27.861,-4.785,0.118,-8.161,0.149,0.134,1.473,-0.08846264,-0.198,,,,,
+000:08:54,100,-0.286,-0.286,-2.785,-27.849,-4.773,0.116,-8.151,0.147,0.132,1.473,-0.08846264,-0.197,,,,,
+000:08:54,200,-0.285,-0.285,-2.786,-27.855,-4.783,0.118,-8.157,0.149,0.133,1.473,-0.08874614,-0.196,,,,,
+000:08:54,300,-0.288,-0.288,-2.785,-27.852,-4.773,0.116,-8.149,0.147,0.131,1.469,-0.09020414,-0.197,,,,,
+000:08:54,400,-0.288,-0.288,-2.788,-27.883,-4.779,0.117,-8.149,0.147,0.132,1.474,-0.08834114,-0.200,,,,,
+000:08:54,500,-0.289,-0.289,-2.791,-27.913,-4.769,0.115,-8.142,0.146,0.130,1.480,-0.08562764,-0.204,,,,,
+000:08:54,600,-0.288,-0.288,-2.791,-27.913,-4.773,0.116,-8.138,0.145,0.130,1.469,-0.09020414,-0.198,,,,,
+000:08:54,700,-0.289,-0.289,-2.787,-27.874,-4.763,0.114,-8.129,0.143,0.129,1.470,-0.08971814,-0.199,,,,,
+000:08:54,800,-0.289,-0.289,-2.786,-27.855,-4.762,0.114,-8.120,0.141,0.128,1.475,-0.08785514,-0.201,,,,,
+000:08:54,900,-0.286,-0.286,-2.786,-27.861,-4.752,0.112,-8.111,0.140,0.126,1.459,-0.09429464,-0.192,,,,,
+000:08:55,0,-0.292,-0.292,-2.785,-27.849,-4.749,0.111,-8.095,0.137,0.124,1.468,-0.09044714,-0.202,,,,,
+000:08:55,100,-0.286,-0.286,-2.782,-27.819,-4.760,0.113,-7.931,0.105,0.109,1.475,-0.08773364,-0.198,,,,,
+000:08:55,200,-0.289,-0.289,-2.786,-27.855,-4.749,0.111,-8.118,0.141,0.126,1.475,-0.08785514,-0.201,,,,,
+000:08:55,300,-0.285,-0.285,-2.784,-27.843,-4.777,0.117,-8.147,0.147,0.132,1.472,-0.08886764,-0.196,,,,,
+000:08:55,400,-0.290,-0.290,-2.788,-27.883,-4.768,0.115,-8.145,0.146,0.131,1.469,-0.09008264,-0.200,,,,,
+000:08:55,500,-0.289,-0.289,-2.787,-27.868,-4.788,0.119,-8.165,0.150,0.134,1.474,-0.08834114,-0.201,,,,,
+000:08:55,600,-0.287,-0.287,-2.786,-27.864,-4.777,0.116,-8.156,0.148,0.132,1.472,-0.08911064,-0.198,,,,,
+000:08:55,700,-0.289,-0.289,-2.786,-27.858,-4.789,0.119,-8.163,0.150,0.134,1.470,-0.08983964,-0.199,,,,,
+000:08:55,800,-0.289,-0.289,-2.786,-27.861,-4.775,0.116,-8.151,0.147,0.132,1.469,-0.09020414,-0.199,,,,,
+000:08:55,900,-0.289,-0.289,-2.784,-27.840,-4.776,0.116,-8.140,0.145,0.131,1.475,-0.08773364,-0.201,,,,,
+000:08:56,0,-0.287,-0.287,-2.788,-27.880,-4.761,0.114,-8.125,0.142,0.128,1.468,-0.09044714,-0.196,,,,,
+000:08:56,100,-0.286,-0.286,-2.784,-27.840,-4.749,0.111,-8.087,0.135,0.123,1.469,-0.09032564,-0.195,,,,,
+000:08:56,200,-0.284,-0.284,-2.783,-27.825,-4.771,0.115,-8.046,0.127,0.121,1.474,-0.08821964,-0.196,,,,,
+000:08:56,300,-0.294,-0.294,-2.789,-27.886,-4.766,0.114,-8.140,0.145,0.130,1.480,-0.08562764,-0.208,,,,,
+000:08:56,400,-0.289,-0.289,-2.786,-27.855,-4.791,0.119,-8.167,0.150,0.135,1.471,-0.08923214,-0.199,,,,,
+000:08:56,500,-0.290,-0.290,-2.787,-27.874,-4.781,0.117,-8.159,0.149,0.133,1.468,-0.09044714,-0.200,,,,,
+000:08:56,600,-0.287,-0.287,-2.786,-27.861,-4.788,0.119,-8.160,0.149,0.134,1.475,-0.08785514,-0.199,,,,,
+000:08:56,700,-0.288,-0.288,-2.786,-27.861,-4.772,0.115,-8.140,0.145,0.130,1.476,-0.08736914,-0.201,,,,,
+000:08:56,800,-0.291,-0.291,-2.786,-27.858,-4.761,0.114,-8.114,0.140,0.127,1.471,-0.08959664,-0.201,,,,,
+000:08:56,900,-0.286,-0.286,-2.785,-27.846,-4.767,0.115,-8.128,0.143,0.129,1.474,-0.08834114,-0.197,,,,,
+000:08:57,0,-0.288,-0.288,-2.783,-27.828,-4.765,0.114,-8.139,0.145,0.130,1.476,-0.08749064,-0.200,,,,,
+000:08:57,100,-0.289,-0.289,-2.787,-27.871,-4.793,0.120,-8.170,0.151,0.135,1.472,-0.08898914,-0.200,,,,,
+000:08:57,200,-0.291,-0.291,-2.786,-27.858,-4.784,0.118,-8.162,0.150,0.134,1.470,-0.08971814,-0.202,,,,,
+000:08:57,300,-0.290,-0.290,-2.788,-27.883,-4.788,0.119,-8.157,0.149,0.134,1.475,-0.08761214,-0.202,,,,,
+000:08:57,400,-0.291,-0.291,-2.790,-27.898,-4.770,0.115,-8.134,0.144,0.130,1.473,-0.08874614,-0.203,,,,,
+000:08:57,500,-0.292,-0.292,-2.784,-27.843,-4.755,0.112,-8.092,0.136,0.124,1.468,-0.09044714,-0.201,,,,,
+000:08:57,600,-0.289,-0.289,-2.790,-27.895,-4.781,0.117,-8.139,0.145,0.131,1.473,-0.08874614,-0.200,,,,,
+000:08:57,700,-0.292,-0.292,-2.786,-27.855,-4.780,0.117,-8.156,0.148,0.133,1.473,-0.08858414,-0.203,,,,,
+000:08:57,800,-0.289,-0.289,-2.788,-27.877,-4.797,0.120,-8.172,0.152,0.136,1.470,-0.08971814,-0.200,,,,,
+000:08:57,900,-0.287,-0.287,-2.784,-27.837,-4.781,0.117,-8.155,0.148,0.133,1.468,-0.09044714,-0.197,,,,,
+000:08:58,0,-0.289,-0.289,-2.785,-27.852,-4.774,0.116,-8.131,0.144,0.130,1.471,-0.08923214,-0.200,,,,,
+000:08:58,100,-0.289,-0.289,-2.784,-27.840,-4.770,0.115,-8.123,0.142,0.129,1.483,-0.08441264,-0.204,,,,,
+000:08:58,200,-0.293,-0.293,-2.788,-27.877,-4.774,0.116,-8.149,0.147,0.132,1.467,-0.09093314,-0.202,,,,,
+000:08:58,300,-0.291,-0.291,-2.787,-27.874,-4.799,0.121,-8.175,0.152,0.136,1.472,-0.08911064,-0.202,,,,,
+000:08:58,400,-0.291,-0.291,-2.786,-27.861,-4.785,0.118,-8.160,0.149,0.134,1.471,-0.08923214,-0.202,,,,,
+000:08:58,500,-0.289,-0.289,-2.791,-27.913,-4.775,0.116,-8.133,0.144,0.130,1.466,-0.09133814,-0.198,,,,,
+000:08:58,600,-0.293,-0.293,-2.786,-27.858,-4.771,0.115,-8.132,0.144,0.130,1.472,-0.08898914,-0.204,,,,,
+000:08:58,700,-0.291,-0.291,-2.787,-27.871,-4.777,0.117,-8.154,0.148,0.132,1.469,-0.09020414,-0.201,,,,,
+000:08:58,800,-0.290,-0.290,-2.786,-27.855,-4.800,0.121,-8.177,0.152,0.137,1.477,-0.08688314,-0.203,,,,,
+000:08:58,900,-0.291,-0.291,-2.784,-27.840,-4.783,0.118,-8.154,0.148,0.133,1.474,-0.08821964,-0.203,,,,,
+000:08:59,0,-0.287,-0.287,-2.782,-27.822,-4.766,0.114,-8.116,0.141,0.128,1.471,-0.08923214,-0.198,,,,,
+000:08:59,100,-0.288,-0.288,-2.788,-27.877,-4.790,0.119,-8.161,0.149,0.134,1.474,-0.08834114,-0.200,,,,,
+000:08:59,200,-0.291,-0.291,-2.790,-27.895,-4.788,0.119,-8.167,0.151,0.135,1.471,-0.08923214,-0.202,,,,,
+000:08:59,300,-0.293,-0.293,-2.784,-27.840,-4.796,0.120,-8.165,0.150,0.135,1.471,-0.08947514,-0.203,,,,,
+000:08:59,400,-0.292,-0.292,-2.792,-27.916,-4.770,0.115,-8.129,0.143,0.129,1.468,-0.09044714,-0.201,,,,,
+000:08:59,500,-0.294,-0.294,-2.791,-27.913,-4.763,0.114,-8.133,0.144,0.129,1.473,-0.08858414,-0.205,,,,,
+000:08:59,600,-0.291,-0.291,-2.790,-27.904,-4.803,0.122,-8.180,0.153,0.137,1.471,-0.08959664,-0.201,,,,,
+000:08:59,700,-0.290,-0.290,-2.789,-27.886,-4.790,0.119,-8.165,0.150,0.134,1.468,-0.09044714,-0.199,,,,,
+000:08:59,800,-0.293,-0.293,-2.786,-27.864,-4.775,0.116,-8.129,0.143,0.130,1.472,-0.08911064,-0.203,,,,,
+000:08:59,900,-0.287,-0.287,-2.783,-27.831,-4.790,0.119,-8.160,0.149,0.134,1.483,-0.08465564,-0.202,,,,,
+000:09:00,0,-0.290,-0.290,-2.786,-27.858,-4.792,0.119,-8.170,0.151,0.135,1.468,-0.09069014,-0.199,,,,,
+000:09:00,100,-0.291,-0.291,-2.786,-27.861,-4.796,0.120,-8.164,0.150,0.135,1.470,-0.08983964,-0.201,,,,,
+000:09:00,200,-0.292,-0.292,-2.785,-27.852,-4.769,0.115,-8.126,0.143,0.129,1.471,-0.08935364,-0.203,,,,,
+000:09:00,300,-0.294,-0.294,-2.793,-27.926,-4.771,0.115,-8.142,0.146,0.131,1.471,-0.08959664,-0.204,,,,,
+000:09:00,400,-0.292,-0.292,-2.786,-27.864,-4.805,0.122,-8.182,0.153,0.138,1.471,-0.08935364,-0.203,,,,,
+000:09:00,500,-0.293,-0.293,-2.784,-27.843,-4.793,0.120,-8.168,0.151,0.135,1.469,-0.09008264,-0.203,,,,,
+000:09:00,600,-0.291,-0.291,-2.785,-27.849,-4.781,0.117,-8.139,0.145,0.131,1.477,-0.08688314,-0.204,,,,,
+000:09:00,700,-0.291,-0.291,-2.786,-27.861,-4.783,0.118,-8.148,0.147,0.132,1.471,-0.08947514,-0.202,,,,,
+000:09:00,800,-0.287,-0.287,-2.783,-27.831,-4.788,0.119,-8.165,0.150,0.134,1.470,-0.08996114,-0.197,,,,,
+000:09:00,900,-0.290,-0.290,-2.783,-27.825,-4.806,0.122,-8.181,0.153,0.138,1.475,-0.08773364,-0.203,,,,,
+000:09:01,0,-0.290,-0.290,-2.786,-27.855,-4.788,0.119,-8.157,0.149,0.134,1.479,-0.08623514,-0.204,,,,,
+000:09:01,100,-0.293,-0.293,-2.783,-27.834,-4.770,0.115,-8.119,0.141,0.128,1.474,-0.08834114,-0.204,,,,,
+000:09:01,200,-0.294,-0.294,-2.789,-27.886,-4.795,0.120,-8.165,0.150,0.135,1.471,-0.08935364,-0.205,,,,,
+000:09:01,300,-0.293,-0.293,-2.786,-27.858,-4.793,0.120,-8.170,0.151,0.135,1.471,-0.08923214,-0.204,,,,,
+000:09:01,400,-0.294,-0.294,-2.786,-27.858,-4.806,0.122,-8.181,0.153,0.138,1.471,-0.08935364,-0.205,,,,,
+000:09:01,500,-0.293,-0.293,-2.787,-27.868,-4.781,0.117,-8.156,0.148,0.133,1.466,-0.09133814,-0.201,,,,,
+000:09:01,600,-0.296,-0.296,-2.786,-27.858,-4.769,0.115,-8.105,0.139,0.127,1.478,-0.08676164,-0.209,,,,,
+000:09:01,700,-0.290,-0.290,-2.784,-27.843,-4.798,0.121,-8.162,0.150,0.135,1.482,-0.08489864,-0.205,,,,,
+000:09:01,800,-0.293,-0.293,-2.781,-27.813,-4.797,0.120,-8.173,0.152,0.136,1.468,-0.09044714,-0.202,,,,,
+000:09:01,900,-0.293,-0.293,-2.783,-27.834,-4.808,0.122,-8.180,0.153,0.138,1.471,-0.08923214,-0.203,,,,,
+000:09:02,0,-0.290,-0.290,-2.781,-27.810,-4.790,0.119,-8.157,0.149,0.134,1.473,-0.08874614,-0.201,,,,,
+000:09:02,100,-0.295,-0.295,-2.791,-27.907,-4.774,0.116,-8.123,0.142,0.129,1.469,-0.09020414,-0.204,,,,,
+000:09:02,200,-0.291,-0.291,-2.784,-27.843,-4.796,0.120,-8.161,0.149,0.135,1.472,-0.08898914,-0.202,,,,,
+000:09:02,300,-0.295,-0.295,-2.782,-27.819,-4.794,0.120,-8.171,0.151,0.136,1.469,-0.09032564,-0.205,,,,,
+000:09:02,400,-0.293,-0.293,-2.784,-27.840,-4.811,0.123,-8.186,0.154,0.139,1.477,-0.08700464,-0.206,,,,,
+000:09:02,500,-0.295,-0.295,-2.785,-27.849,-4.796,0.120,-8.166,0.150,0.135,1.475,-0.08785514,-0.207,,,,,
+000:09:02,600,-0.291,-0.291,-2.784,-27.843,-4.782,0.117,-8.134,0.144,0.131,1.470,-0.08971814,-0.201,,,,,
+000:09:02,700,-0.288,-0.288,-2.782,-27.816,-4.792,0.119,-8.156,0.148,0.134,1.474,-0.08821964,-0.199,,,,,
+000:09:02,800,-0.292,-0.292,-2.784,-27.840,-4.791,0.119,-8.166,0.150,0.135,1.473,-0.08874614,-0.203,,,,,
+000:09:02,900,-0.292,-0.292,-2.782,-27.819,-4.814,0.124,-8.189,0.155,0.139,1.473,-0.08874614,-0.203,,,,,
+000:09:03,0,-0.296,-0.296,-2.790,-27.895,-4.802,0.121,-8.175,0.152,0.137,1.468,-0.09069014,-0.205,,,,,
+000:09:03,100,-0.292,-0.292,-2.787,-27.868,-4.797,0.120,-8.158,0.149,0.135,1.476,-0.08749064,-0.205,,,,,
+000:09:03,200,-0.296,-0.296,-2.787,-27.874,-4.774,0.116,-8.116,0.141,0.128,1.473,-0.08874614,-0.207,,,,,
+000:09:03,300,-0.296,-0.296,-2.785,-27.849,-4.780,0.117,-8.148,0.147,0.132,1.468,-0.09056864,-0.205,,,,,
+000:09:03,400,-0.295,-0.295,-2.785,-27.849,-4.813,0.123,-8.187,0.154,0.139,1.474,-0.08834114,-0.207,,,,,
+000:09:03,500,-0.290,-0.290,-2.785,-27.852,-4.804,0.122,-8.181,0.153,0.137,1.477,-0.08688314,-0.203,,,,,
+000:09:03,600,-0.294,-0.294,-2.785,-27.849,-4.808,0.122,-8.177,0.152,0.137,1.472,-0.08911064,-0.205,,,,,
+000:09:03,700,-0.294,-0.294,-2.783,-27.828,-4.789,0.119,-8.153,0.148,0.133,1.468,-0.09081164,-0.203,,,,,
+000:09:03,800,-0.290,-0.290,-2.782,-27.822,-4.759,0.113,-8.114,0.140,0.127,1.472,-0.08886764,-0.201,,,,,
+000:09:03,900,-0.293,-0.293,-2.788,-27.883,-4.803,0.122,-8.173,0.152,0.137,1.469,-0.09032564,-0.203,,,,,
+000:09:04,0,-0.295,-0.295,-2.785,-27.846,-4.800,0.121,-8.177,0.152,0.137,1.468,-0.09069014,-0.205,,,,,
+000:09:04,100,-0.296,-0.296,-2.785,-27.852,-4.817,0.124,-8.192,0.155,0.140,1.473,-0.08874614,-0.207,,,,,
+000:09:04,200,-0.293,-0.293,-2.788,-27.883,-4.802,0.121,-8.174,0.152,0.137,1.474,-0.08834114,-0.205,,,,,
+000:09:04,300,-0.296,-0.296,-2.786,-27.858,-4.795,0.120,-8.151,0.147,0.134,1.471,-0.08935364,-0.207,,,,,
+000:09:04,400,-0.300,-0.300,-2.779,-27.794,-4.788,0.119,-8.147,0.147,0.133,1.471,-0.08935364,-0.210,,,,,
+000:09:04,500,-0.295,-0.295,-2.785,-27.852,-4.791,0.119,-8.163,0.150,0.134,1.470,-0.08971814,-0.205,,,,,
+000:09:04,600,-0.294,-0.294,-2.785,-27.846,-4.819,0.124,-8.193,0.156,0.140,1.481,-0.08526314,-0.209,,,,,
+000:09:04,700,-0.300,-0.300,-2.786,-27.861,-4.807,0.122,-8.184,0.154,0.138,1.469,-0.09032564,-0.210,,,,,
+000:09:04,800,-0.294,-0.294,-2.787,-27.874,-4.808,0.122,-8.175,0.152,0.137,1.471,-0.08923214,-0.205,,,,,
+000:09:04,900,-0.294,-0.294,-2.786,-27.855,-4.789,0.119,-8.148,0.147,0.133,1.472,-0.08898914,-0.205,,,,,
+000:09:05,0,-0.302,-0.302,-2.788,-27.877,-4.773,0.116,-8.136,0.145,0.130,1.469,-0.09020414,-0.211,,,,,
+000:09:05,100,-0.296,-0.296,-2.787,-27.871,-4.813,0.123,-8.185,0.154,0.139,1.471,-0.08935364,-0.207,,,,,
+000:09:05,200,-0.296,-0.296,-2.790,-27.898,-4.807,0.122,-8.185,0.154,0.138,1.477,-0.08688314,-0.209,,,,,
+000:09:05,300,-0.296,-0.296,-2.784,-27.843,-4.820,0.125,-8.193,0.155,0.140,1.481,-0.08526314,-0.211,,,,,
+000:09:05,400,-0.296,-0.296,-2.784,-27.837,-4.803,0.121,-8.171,0.151,0.136,1.468,-0.09069014,-0.205,,,,,
+000:09:05,500,-0.296,-0.296,-2.783,-27.828,-4.790,0.119,-8.140,0.145,0.132,1.469,-0.09008264,-0.205,,,,,
+000:09:05,600,-0.289,-0.289,-2.786,-27.855,-4.801,0.121,-8.166,0.150,0.136,1.475,-0.08785514,-0.201,,,,,
+000:09:05,700,-0.295,-0.295,-2.789,-27.886,-4.801,0.121,-8.176,0.152,0.137,1.460,-0.09405164,-0.201,,,,,
+000:09:05,800,-0.293,-0.293,-2.785,-27.846,-4.823,0.125,-8.197,0.156,0.141,1.470,-0.08971814,-0.204,,,,,
+000:09:05,900,-0.294,-0.294,-2.784,-27.837,-4.810,0.123,-8.183,0.154,0.138,1.470,-0.08983964,-0.205,,,,,
+000:09:06,0,-0.296,-0.296,-2.788,-27.877,-4.803,0.122,-8.163,0.150,0.136,1.477,-0.08688314,-0.210,,,,,
+000:09:06,100,-0.295,-0.295,-2.787,-27.871,-4.785,0.118,-8.070,0.132,0.125,1.470,-0.08983964,-0.205,,,,,
+000:09:06,200,-0.296,-0.296,-2.782,-27.822,-4.793,0.120,-8.163,0.150,0.135,1.468,-0.09044714,-0.205,,,,,
+000:09:06,300,-0.294,-0.294,-2.788,-27.880,-4.823,0.125,-8.199,0.156,0.141,1.474,-0.08834114,-0.206,,,,,
+000:09:06,400,-0.296,-0.296,-2.783,-27.831,-4.813,0.123,-8.188,0.155,0.139,1.476,-0.08724764,-0.209,,,,,
+000:09:06,500,-0.292,-0.292,-2.780,-27.800,-4.812,0.123,-8.176,0.152,0.138,1.471,-0.08947514,-0.202,,,,,
+000:09:06,600,-0.294,-0.294,-2.784,-27.840,-4.789,0.119,-8.143,0.146,0.132,1.469,-0.09032564,-0.204,,,,,
+000:09:06,700,-0.296,-0.296,-2.786,-27.861,-4.788,0.119,-8.155,0.148,0.133,1.472,-0.08898914,-0.207,,,,,
+000:09:06,800,-0.294,-0.294,-2.781,-27.813,-4.823,0.125,-8.197,0.156,0.141,1.471,-0.08947514,-0.204,,,,,
+000:09:06,900,-0.295,-0.295,-2.785,-27.852,-4.815,0.124,-8.192,0.155,0.139,1.468,-0.09069014,-0.205,,,,,
+000:09:07,0,-0.297,-0.297,-2.788,-27.880,-4.815,0.124,-8.181,0.153,0.138,1.472,-0.08898914,-0.208,,,,,
+000:09:07,100,-0.297,-0.297,-2.786,-27.855,-4.792,0.119,-8.148,0.147,0.133,1.477,-0.08700464,-0.210,,,,,
+000:09:07,200,-0.298,-0.298,-2.786,-27.861,-4.789,0.119,-8.157,0.149,0.134,1.468,-0.09056864,-0.208,,,,,
+000:09:07,300,-0.298,-0.298,-2.785,-27.846,-4.825,0.126,-8.199,0.157,0.141,1.471,-0.08935364,-0.208,,,,,
+000:09:07,400,-0.295,-0.295,-2.783,-27.825,-4.816,0.124,-8.193,0.155,0.140,1.473,-0.08858414,-0.206,,,,,
+000:09:07,500,-0.296,-0.296,-2.783,-27.831,-4.819,0.124,-8.185,0.154,0.139,1.465,-0.09194564,-0.204,,,,,
+000:09:07,600,-0.295,-0.295,-2.783,-27.825,-4.796,0.120,-8.154,0.148,0.134,1.467,-0.09093314,-0.204,,,,,
+000:09:07,700,-0.294,-0.294,-2.784,-27.843,-4.787,0.118,-8.152,0.148,0.133,1.470,-0.08996114,-0.204,,,,,
+000:09:07,800,-0.296,-0.296,-2.783,-27.825,-4.825,0.126,-8.198,0.156,0.141,1.477,-0.08700464,-0.209,,,,,
+000:09:07,900,-0.296,-0.296,-2.787,-27.871,-4.817,0.124,-8.195,0.156,0.140,1.475,-0.08761214,-0.208,,,,,
+000:09:08,0,-0.297,-0.297,-2.782,-27.819,-4.823,0.125,-8.191,0.155,0.140,1.472,-0.08911064,-0.208,,,,,
+000:09:08,100,-0.297,-0.297,-2.787,-27.871,-4.801,0.121,-8.161,0.149,0.135,1.472,-0.08911064,-0.208,,,,,
+000:09:08,200,-0.303,-0.303,-2.788,-27.877,-4.783,0.118,-8.146,0.146,0.132,1.480,-0.08587064,-0.217,,,,,
+000:09:08,300,-0.296,-0.296,-2.783,-27.834,-4.825,0.126,-8.196,0.156,0.141,1.472,-0.08898914,-0.207,,,,,
+000:09:08,400,-0.300,-0.300,-2.786,-27.855,-4.818,0.124,-8.195,0.156,0.140,1.468,-0.09056864,-0.209,,,,,
